"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","VerifyAccountCreationWithoutAddress1","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyAccountCreationWithoutAddress1"
"","63","VerifyAccountCreationWithSpecialCharactersInFirstName","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyAccountCreationWithSpecialCharactersInFirstName"
"","10086","VerifySuccessfulSubscriptionWithValidEmail","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","VerifySuccessfulSubscriptionWithValidEmail"
"","60","VerifyMobilenumberFieldAcceptsSpecialCharacters","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyMobilenumberFieldAcceptsSpecialCharacters"
"","10052","VerifySignupWithNumericValuesInUsername","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","VerifySignupWithNumericValuesInUsername"
"","10065","ValidateSubscriptionWithInvalidEmailFomat","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","ValidateSubscriptionWithInvalidEmailFomat"
"","63","VerifyAccountCreationWithValidMandatorData","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyAccountCreationWithValidMandatorData"
"","10090","ValidateSignupWitheEmptyNameField","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","ValidateSignupWitheEmptyNameField"
"","47","VerifyAccountCreationWithoutZipCode","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyAccountCreationWithoutZipCode"
"","10151","ValidateSignupWithSpacesOnInputInNameField","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","ValidateSignupWithSpacesOnInputInNameField"
"","62","VerifyAccountCreationWithoutState","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyAccountCreationWithoutState"
"","10091","ValidateSignupWitheEmptyEmailField","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","ValidateSignupWitheEmptyEmailField"
"","10060","ValidateSignupusingAlreadyRegisteredEmailAddress","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","ValidateSignupusingAlreadyRegisteredEmailAddress"
"","1","setup","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.deleteAccountTest$deleteAccount","Surefire test","demoPlaze.deleteAccountTest$deleteAccount","setup"
"","10088","ValidateSignupWithWithSpaceInEmail","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","ValidateSignupWithWithSpaceInEmail"
"","10071","ValidateSubscriptionWithEmptyEmailField","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","ValidateSubscriptionWithEmptyEmailField"
"","46","VerifyAccountCreationWithoutCity","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyAccountCreationWithoutCity"
"","50","VerifyMobilenumberFieldAcceptsSpacesBetweenDigits","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyMobilenumberFieldAcceptsSpacesBetweenDigits"
"","10141","ValidateSignupWithInvalidEmaiLFormat","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","ValidateSignupWithInvalidEmaiLFormat"
"","10109","VerifyUserCanAddProductToCartSuccessfully","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.ProductsTest","Surefire test","demoPlaze.ProductsTest","VerifyUserCanAddProductToCartSuccessfully"
"","52","VerifyUserCanLogoutAndLoginAgainSuccessfully","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.deleteAccountTest$deleteAccount","Surefire test","demoPlaze.deleteAccountTest$deleteAccount","VerifyUserCanLogoutAndLoginAgainSuccessfully"
"","76","ValidateAccountCreationWithoutDateOfBirth","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","ValidateAccountCreationWithoutDateOfBirth"
"","63","ValidateAccountCreationWithoutSelectingTitle","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","ValidateAccountCreationWithoutSelectingTitle"
"","56","ValidateAccountCreationWithoutFirstName","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","ValidateAccountCreationWithoutFirstName"
"","10157","RegisterWithValidData","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","RegisterWithValidData"
"","45","VerifyAccountCreationWithSpecialCharactersInLastName","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyAccountCreationWithSpecialCharactersInLastName"
"","45","VerifyAccountCreationWithoutMobileNumber","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyAccountCreationWithoutMobileNumber"
"","10061","ValidateLoginWithIncorrectEmailAddress","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","ValidateLoginWithIncorrectEmailAddress"
"","48","ValidateAccountCreationWithoutPassword","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","ValidateAccountCreationWithoutPassword"
"","65","VerifyMobileNumberFieldAcceptsAlphabeticCharacters","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyMobileNumberFieldAcceptsAlphabeticCharacters"
"","64","VerifyAccountCreationWithoutAddressLine2","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyAccountCreationWithoutAddressLine2"
"","64","VerifyAccountCreationWithoutCompanyName","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","VerifyAccountCreationWithoutCompanyName"
"","63","setAllureEnvironment","Surefire suite","2026-06-26","passed","2026-06-26","demoPlaze.ProductsTest","Surefire test","demoPlaze.ProductsTest","setAllureEnvironment"
"","63","ValidateAccountCreationWithoutLastName","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","ValidateAccountCreationWithoutLastName"
"","10085","VerifySignupAcceptsEmailContainingNumericValues","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.RegisterTest","Surefire test","demoPlaze.RegisterTest","VerifySignupAcceptsEmailContainingNumericValues"
"","234","VerifyUserCanDeleteAccountSuccessfully","Surefire suite","2026-06-26","skipped","2026-06-26","demoPlaze.deleteAccountTest$deleteAccount","Surefire test","demoPlaze.deleteAccountTest$deleteAccount","VerifyUserCanDeleteAccountSuccessfully"
"","10089","VerifyUserCanRemoveProductFromCartSuccessfully","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.ProductsTest","Surefire test","demoPlaze.ProductsTest","VerifyUserCanRemoveProductFromCartSuccessfully"
"","10087","VerifyUserCanAddMultipleQuantitiesOfTheSameProductToCart","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.ProductsTest","Surefire test","demoPlaze.ProductsTest","VerifyUserCanAddMultipleQuantitiesOfTheSameProductToCart"
"","0","setup","Surefire suite","2026-06-26","broken","2026-06-26","demoPlaze.confirmationUserTest","Surefire test","demoPlaze.confirmationUserTest","setup"
